,recipe_name,ingredients,steps,servings
89,Sparkling Peachy Lemon Rosé Spritz,"['1/4 cup caster sugar', '1 tablespoon lemon zest', '1/2 cup lemon juice', '1 bottle rosé wine, chilled', '1/4 cup peach schnapps', '1 large peach, sliced', '1 lemon, sliced', '2 cups ice cubes', 'Soda water, to top up', 'Tonic, optional, to top up']","['Begin by preparing a simple lemony sugar syrup. Combine the caster sugar, lemon zest, and 1/4 cup of lemon juice in a small saucepan. Heat on a medium flame, stirring until sugar fully dissolves. Allow the mixture to simmer for a few minutes until slightly thickened, then remove from heat and let it cool.', 'In a large pitcher, mix the homemade lemony sugar syrup with the remaining 1/4 cup of lemon juice, chilled rosé wine, and peach schnapps.', 'Add the sliced peaches and lemon to the pitcher, swirl gently to infuse the flavours.', 'When ready to serve, fill glasses with ice cubes.', 'Pour the peachy lemon rosé mixture over the ice, filling the glasses about three-quarters full.', 'Top up each glass with a splash of soda water. If you want a gentle bitterness to balance the sweetness, use tonic instead or do half soda water, half tonic.', 'Gently stir to combine without losing the effervescence.', 'Garnish with a small wheel of lemon or a peach slice on the rim of each glass.', 'Serve the Sparkling Peachy Lemon Rosé Spritz immediately and enjoy a refreshing fruity beverage with a sparkle.']",
90,Disaronno Sparkling Lemonade,"['2 oz lemon juice', '1 oz Disaronno', '1 cup ice', '3 oz soda water']","['In a shaker, combine the lemon juice and Disaronno over ice.', 'Shake well until the mixture is chilled.', 'In a highball glass, fill it with ice.', 'Strain the mixture over the ice in the glass.', 'Top off with soda water.', 'Stir lightly to combine.', 'Serve immediately with a twist of lemon as garnish if desired.']",
91,Pink Grapefruit and Yogurt Brûlée,"['1 large pink grapefruit', '2 cups natural yogurt', '1 vanilla pod', '3 tablespoons golden caster sugar', '2 teaspoons clear honey', 'A few mint leaves for garnish', 'A pinch of salt']","['Preheat your grill to a high setting.', 'Halve the pink grapefruit and use a knife to slightly loosen the grapefruit segments.', 'Place the grapefruit halves on a baking tray, cut side up.', ""Drizzle 1 teaspoon of honey over each grapefruit half, ensuring it's spread evenly."", 'Put the grapefruit halves under the grill for about 3-4 minutes or until the tops start to caramelize slightly. Remove from the grill and allow to cool.', 'In the meantime, slice the vanilla pod lengthwise and scrape out the seeds using a knife.', 'Combine the natural yogurt with the vanilla seeds, a pinch of salt, and mix well.', 'Once the grapefruit halves have cooled, spread an even layer of the flavored yogurt over the grapefruit.', 'Sprinkle 1 tablespoon of golden caster sugar evenly over each half of the yogurt-covered grapefruit.', ""Using a kitchen torch, carefully caramelize the sugar until golden and bubbly. If you don't have a torch, place the grapefruit halves back under the grill for a minute or so, watching closely to avoid burning."", 'Garnish with fresh mint leaves.', 'Serve immediately, enjoying the warm, caramelized topping with the cool, creamy yogurt and tangy grapefruit.']",
92,Coconut-Peanut Prawn Noodles with Crunchy Veg,"['flat rice noodles', 'crunchy peanut butter', 'half-fat coconut milk', 'sweet chilli sauce', 'spring onions', 'cucumber', 'beansprouts', 'cooked peeled prawns', 'salt', 'sugar', 'oil', 'basic spices (optional)']","['Prepare the noodles according to the package instructions, usually involving soaking in hot water until they are soft. Drain and set aside.', 'In a pan, heat a small amount of oil over medium heat. Toss in the spring onions and cook until they are soft and fragrant.', 'Stir in the crunchy peanut butter and half-fat coconut milk to create a smooth sauce. If the sauce is too thick, add a little water to reach the desired consistency.', 'Season the sauce with sweet chilli sauce, salt, and sugar to taste, adding spices if preferred. Warm the mixture until everything is well combined and heated through.', 'Add the cooked peeled prawns to the sauce and toss to coat, cooking until the prawns are heated through.', 'Place the noodles in a serving bowl. Pour the prawn and peanut sauce over the noodles.', 'Top with fresh cucumber slices, beansprouts, and additional spring onions. Serve immediately and enjoy your Coconut-Peanut Prawn Noodles with Crunchy Veg!']",
93,Iberico Ham and Rocket Potato Salad,"['new potatoes', 'Iberico ham', 'rocket leaves', 'Dijon mustard', 'white wine vinegar', 'olive oil', 'mayonnaise', 'snipped chives', 'salt', 'pepper']","['Start by thoroughly washing your new potatoes and then boiling them in salted water until just fork-tender. Allow the potatoes to cool slightly before cutting them into halves or quarters, depending on their size.', 'In a small bowl, whisk together two tablespoons of olive oil, one tablespoon of white wine vinegar, a teaspoon of Dijon mustard, and a tablespoon of mayonnaise to create a tangy dressing. Season with salt and pepper to taste, and then stir in the snipped chives.', 'In a large mixing bowl, combine the cut and slightly cooled potatoes with the dressing, gently tossing to make sure each potato is well coated.', 'Take a handful of rocket leaves and toss them in with the potatoes. The warmth from the potatoes will slightly wilt the rocket, which enhances the flavor.', 'Take the Iberico ham and tear it into bite-sized pieces. Iberico has a strong flavor, so use it sparingly to balance the dish.', 'Add the Iberico ham to the potato and rocket mixture and give it a final delicate toss to combine all the flavors.', 'Adjust the seasoning if necessary, and add an extra drizzle of olive oil if the salad seems too dry.', ""Plate the salad and serve it as a refreshing appetizer or a light meal. The combination of creamy potatoes, peppery rocket, and rich Iberico ham creates a symphony of flavors that's sure to please. Enjoy!""]",
94,Honey-Mustard Lamb’s Lettuce Salad with Halloumi and Crunchy Fruits,"['2 limes, juice and zest', '2 tbsp wholegrain mustard', '3 tbsp honey', '2 eating apples, cored and sliced', '2 pears, cored and sliced', '1/4 cup olive oil', '250g halloumi cheese, sliced', '4 radishes, thinly sliced', '2 carrots, peeled and shredded', '1/2 cup pecans, roughly chopped', ""4 cups lamb's lettuce, washed and dried"", 'Salt, to taste', 'Pepper, to taste']","['In a small bowl, whisk together the juice and zest of 2 limes, wholegrain mustard, honey, and olive oil until it forms a smooth dressing. Season with salt and pepper to taste.', 'Preheat a grill or griddle pan on medium heat. Brush slices of halloumi cheese with a little olive oil and grill for 1-2 minutes on each side, or until they are golden and have grill marks. Remove and set aside.', ""In another bowl, combine the lamb's lettuce, sliced radishes, and shredded carrots. Toss gently to mix."", 'Add the sliced apples and pears to the salad bowl. Drizzle half of the dressing over the salad and toss to coat the ingredients well.', 'Arrange the grilled halloumi slices on top of the salad. Sprinkle the chopped pecans over the cheese and salad.', 'Drizzle the remaining honey-mustard dressing over the halloumi and salad.', 'Serve the Honey-Mustard Lamb’s Lettuce Salad with Halloumi and Crunchy Fruits immediately, ensuring that each plate gets a portion of the halloumi, pecans, and dressing.']",
95,Red Wine and Redcurrant Turkey Gravy,"['3 tablespoons red wine', '2 tablespoons cornflour', '2 cups turkey or chicken stock', '1/4 cup redcurrant jelly', 'Pan juices from roasted turkey', 'Salt and pepper to taste']","['Pour the pan juices from the roasted turkey into a large measuring cup or gravy separator. Allow the fat to rise to the top and skim it off.', 'Place the roasting pan over a burner on medium heat and add the red wine. Scrape the bottom of the pan to loosen any flavorful bits.', 'Strain the pan juices and add enough turkey or chicken stock to make up 2 cups of liquid. Add the liquid to the roasting pan.', 'In a small bowl, mix the cornflour with 3 tablespoons of cold water to create a slurry.', 'Gradually whisk the cornflour slurry into the pan. Stir constantly until the gravy starts to thicken.', 'Add the redcurrant jelly and stir until it is completely dissolved into the gravy.', 'Season the gravy with salt and pepper. Taste and adjust the seasoning if necessary.', 'Simmer for a few minutes until the gravy reaches your preferred consistency. Remember that the gravy will continue to thicken as it cools.', 'Serve the gravy hot alongside your roasted turkey or chicken.']",
96,Smoked Trout and Celeriac Salad with Lemon-Caper Dressing,"['1 medium celeriac, peeled and julienned', '200g smoked trout, flaked', '100g rocket leaves', '3 tablespoons extra-virgin olive oil', '1 tablespoon mayonnaise', '2 tablespoons capers, roughly chopped', '2 tablespoons lemon juice', '50g cornichons, sliced', 'Handful of parsley leaves, chopped', 'Salt to taste', 'Black pepper to taste']","['Using a vegetable peeler, remove the outer skin from the celeriac and then julienne the flesh into thin matchsticks. Place in a large salad bowl.', 'Flake the smoked trout into bite-sized pieces, being careful to remove any bones, and add to the bowl with the celeriac.', 'Wash the rocket leaves and pat them dry. Tear any large leaves to ensure that all pieces are bite-sized. Add the rocket to the bowl with the trout and celeriac.', 'In a small mixing bowl, whisk together the extra-virgin olive oil, mayonnaise, and lemon juice until well combined. This will be your dressing.', 'Stir in the chopped capers and sliced cornichons into the dressing.', 'Season the dressing with salt and freshly ground black pepper to taste. Always start with a small amount and adjust as needed after tasting.', 'Pour the lemon-caper dressing over the salad and toss gently to coat all the ingredients evenly.', 'Lastly, sprinkle the chopped parsley leaves over the salad and give it one final gentle toss.', 'Taste and adjust the seasoning if necessary. The salad should have a nice balance of tartness from the lemon juice and capers, creaminess from the mayonnaise, and a fresh kick from the parsley and rocket.', 'Serve immediately as a light, refreshing main or as a side dish to a larger meal.']",
97,Rustic Apple and Blackberry Tart,"['2 cups plain flour', '1 pinch salt', '1/2 cup butter, chilled and diced', '1/4 cup caster sugar', '1 tsp lemon zest', '1 egg yolk', '2 tbsp milk', '2 cooking apples, peeled, cored and sliced', '1 cup blackberries', '2 tbsp caster sugar for sprinkling']","['Preheat the oven to 200 degrees Celsius (400 degrees Fahrenheit).', 'In a large bowl, mix the plain flour and salt together.', 'Add the diced butter to the flour mixture and combine with your fingertips until the mixture resembles breadcrumbs.', 'Stir in the 1/4 cup of caster sugar and lemon zest.', 'Add the egg yolk and milk to the flour mixture. Mix until the dough starts to come together, then knead briefly to form a smooth dough.', 'On a lightly floured surface, roll out the dough to a rough circle about 12 inches in diameter.', 'Transfer the rolled-out dough to a large baking sheet lined with parchment paper.', 'Arrange the sliced apples and blackberries in the center of the dough, leaving about a 2-inch border all around.', 'Fold the edges of the dough over the fruit, overlapping slightly and pressing gently to seal the edges.', 'Sprinkle the 2 tablespoons of caster sugar over the fruit and the dough edges.', 'Bake in the preheated oven for about 40-45 minutes, or until the crust is golden brown and the fruit is bubbling.', 'Remove from oven and let cool for a few minutes before slicing.', 'Serve warm or at room temperature as a rustic dessert.']",
98,Creamy Bay Leaf Infused Potato Puree,"['salted butter', 'small salad potatoes', 'bay leaves', 'full-fat milk', 'salt (to taste)', 'black pepper (to taste)']","['Begin by thoroughly washing your small salad potatoes to remove any dirt. No need to peel them for this recipe, as the skin will add a nice texture.', 'Place the potatoes in a large pot and fill it with enough water to cover them. Add a generous pinch of salt and two bay leaves to the water for extra flavor.', 'Bring the pot to a boil, then reduce the heat to a simmer, cooking the potatoes until they are fork-tender, usually about 15-20 minutes.', 'Once the potatoes are cooked, drain them and discard the bay leaves.', 'In a small pot, gently heat the full-fat milk with a bay leaf until it is warm, but not boiling, to infuse it with bay leaf flavor. Take care not to let it boil over.', 'Mash the potatoes using a potato masher or pass them through a potato ricer for a smoother texture.', 'Fold in the warm, bay-infused milk a little at a time into the mashed potatoes, stirring continuously. The amount of milk you add will depend on how creamy you like your puree.', 'Add in the salted butter to the mixture and stir until the butter is fully melted and incorporated into the potato puree.', 'Season the potato puree with salt and freshly ground black pepper according to your taste. Remove any bay leaves if you come across any while mixing.', 'Serve the creamy bay leaf infused potato puree hot, either as a delicious side dish or a comforting main course on its own.']",
99,Smoked Mackerel and Beetroot Salad with Horseradish Dressing,"['baby salad leaves', 'smoked mackerel fillets', 'horseradish cream', 'shallots', 'red wine vinegar', 'cooked, peeled beetroot', 'olive oil', 'salt', 'sugar']","['Begin by preparing the dressing. In a small bowl, mix together 2 tablespoons of horseradish cream, 1 tablespoon of red wine vinegar, 3 tablespoons of olive oil, a pinch of sugar and salt to taste. Whisk them together until well combined.', 'Slice the shallots thinly and add them to the dressing you just prepared, allowing them to marinate and soften slightly.', 'Wash and pat dry the baby salad leaves, then arrange them as a base on a large serving platter.', 'Take the smoked mackerel fillets and break them into bite-sized pieces carefully with your fingers to maintain some texture and arrange them over the baby salad leaves.', 'Cut the cooked, peeled beetroot into bite-sized wedges or slices and scatter them throughout the salad, providing a vibrant contrast.', 'Finally, drizzle the horseradish dressing over the salad, ensuring you include the marinated shallot slices.', 'Gently toss the salad, so that the leaves get coated with the dressing, but do so with care to not break the mackerel fillets.', 'Serve immediately, allowing diners to experience the combination of fresh greens, briny mackerel, earthy beets, and spicy horseradish. The beetroot and mackerel salad is a beautiful dance of flavors and textures suitable for a starter or a light meal.']",
